Election,Precinct,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,num_black,num_white,num_asian,num_hispanic,num_undetermined,black_avail,white_avail,asian_avail,hisp_avail,black_thresh,white_thresh,asian_thresh,hispanic_thresh,How many surpass?
2013-park-at-large-cvr,MINNEAPOLIS W-9 P-04,4213,664,867,123,1620,2,3,0,0,0,3,7,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2013-ward-9-cvr,MINNEAPOLIS W-9 P-04,4213,664,867,123,1620,1,3,0,1,0,1,4,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-05,2909,439,1356,73,676,1,4,0,0,0,2,12,1,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2017-mayor-cvr,MINNEAPOLIS W-9 P-04,4213,664,867,123,1620,1,4,0,0,0,2,12,1,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-05,2909,439,1356,73,676,2,3,0,0,0,2,8,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2017-park-at-large-cvr,MINNEAPOLIS W-9 P-04,4213,664,867,123,1620,2,3,0,0,0,2,8,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CC3,270,2416,366,1069,224,631,3,1,0,0,1,4,1,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CC3,277,1719,254,925,63,397,4,1,0,0,0,4,1,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CC3,278,1298,204,398,187,444,4,1,0,0,0,4,1,0,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,270,2416,366,1069,224,631,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,277,1719,254,925,63,397,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,278,1298,204,398,187,444,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,311,1225,54,320,137,620,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,312,2691,265,933,365,956,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,313,1588,219,728,134,375,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,337,1301,8,384,83,800,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,338,2606,79,1443,283,688,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,339,1640,28,468,39,1060,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,340,3213,66,1024,81,1924,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,341,1640,49,416,141,988,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,342,3665,119,1320,214,1871,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,343,2148,69,842,100,1066,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,344,1464,35,403,117,866,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,345,1943,45,985,46,831,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,346,1210,167,653,73,248,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,349,1312,125,741,48,356,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,350,2878,78,1405,131,1140,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,351,2960,58,1248,112,1453,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,352,1531,42,659,41,707,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,353,3441,59,1606,62,1556,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,354,2815,84,1373,85,1138,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,362,1337,66,791,25,390,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,370,2036,133,1221,80,496,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,371,1454,15,716,69,607,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,372,4062,104,1058,192,2549,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,373,2339,36,718,48,1480,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,374,2545,77,1363,137,825,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,382,1303,106,811,77,252,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,385,4352,91,1585,132,2337,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,386,3896,73,1093,145,2407,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,387,3062,134,1642,150,1038,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,388,1739,51,586,65,970,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,389,1700,114,854,230,453,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
CCL,390,3378,72,732,66,2448,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,270,2416,366,1069,224,631,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,277,1719,254,925,63,397,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,278,1298,204,398,187,444,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,311,1225,54,320,137,620,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,312,2691,265,933,365,956,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,313,1588,219,728,134,375,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,337,1301,8,384,83,800,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,338,2606,79,1443,283,688,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,339,1640,28,468,39,1060,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,340,3213,66,1024,81,1924,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,341,1640,49,416,141,988,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,342,3665,119,1320,214,1871,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,343,2148,69,842,100,1066,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,344,1464,35,403,117,866,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,345,1943,45,985,46,831,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,346,1210,167,653,73,248,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,349,1312,125,741,48,356,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,350,2878,78,1405,131,1140,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,351,2960,58,1248,112,1453,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,352,1531,42,659,41,707,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,353,3441,59,1606,62,1556,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,354,2815,84,1373,85,1138,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,362,1337,66,791,25,390,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,365,2036,133,1221,80,496,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,366,1454,15,716,69,607,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,367,4062,104,1058,192,2549,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,368,2339,36,718,48,1480,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,369,2545,77,1363,137,825,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,382,1303,106,811,77,252,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,385,4352,91,1585,132,2337,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,386,3896,73,1093,145,2407,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,387,3062,134,1642,150,1038,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,388,1739,51,586,65,970,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,389,1700,114,854,230,453,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,390,3378,72,732,66,2448,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,391,2317,57,763,52,1379,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,392,2857,82,849,93,1749,1,2,1,0,1,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,393,2106,47,827,54,1129,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,394,2255,36,924,52,1169,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,395,1962,28,686,86,1065,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,396,1190,26,577,53,494,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,835,536,57,131,87,244,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,836,266,13,146,27,74,2,3,0,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,842,195,2,62,5,104,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
2013-mayor-cvr,MINNEAPOLIS W-3 P-08,1881,1369,67,337,56,1,4,0,0,0,4,27,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-3 P-08,1881,1369,67,337,56,1,4,0,0,0,3,7,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-3 P-08,1881,1369,67,337,56,1,4,0,0,0,2,12,1,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-3 P-08,1881,1369,67,337,56,2,3,0,0,0,2,8,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CC3,242,1538,443,144,748,124,3,1,0,0,1,4,1,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CC5,317,1369,529,222,421,116,0,1,0,3,1,0,1,0,3,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,101,1795,1129,151,369,76,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,103,1680,1061,74,349,100,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,132,1926,976,214,437,188,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,135,872,408,132,174,114,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,242,1538,443,144,748,124,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,283,540,289,75,94,58,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,287,795,196,111,391,64,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,293,2268,907,369,621,215,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,294,833,386,121,200,64,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,297,1192,422,198,376,142,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,306,589,276,89,155,25,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,307,1050,429,163,228,168,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,317,1369,529,222,421,116,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
CCL,355,1330,750,216,231,69,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E03,202,3003,1292,190,1148,273,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E03,203,3440,1702,180,1160,245,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E03,403,1839,982,164,458,165,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E03,803,4107,2645,295,689,292,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E05,202,3003,1292,190,1148,273,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E05,203,3440,1702,180,1160,245,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E05,403,1839,982,164,458,165,2,3,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E05,803,4107,2645,295,689,292,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E07,202,3003,1292,190,1148,273,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E07,203,3440,1702,180,1160,245,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E07,403,1839,982,164,458,165,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E07,803,4107,2645,295,689,292,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E09,202,3003,1292,190,1148,273,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E09,203,3440,1702,180,1160,245,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E09,403,1839,982,164,458,165,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E09,803,4107,2645,295,689,292,2,1,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E11,202,3003,1292,190,1148,273,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E11,203,3440,1702,180,1160,245,2,2,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E11,403,1839,982,164,458,165,3,1,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E11,803,4107,2645,295,689,292,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,101,3218,2028,185,544,355,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,202,3250,1324,210,1201,349,2,1,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,203,3075,1547,121,952,304,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,403,3101,1407,210,1053,314,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,503,3225,1948,157,826,167,0,2,2,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,702,3263,2228,147,562,197,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,703,3302,1907,192,770,220,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E13,803,3184,1864,249,652,217,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,101,3218,2028,185,544,355,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,202,3250,1324,210,1201,349,1,1,3,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,203,3075,1547,121,952,304,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,403,3101,1407,210,1053,314,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,503,3225,1948,157,826,167,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,702,3263,2228,147,562,197,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,703,3302,1907,192,770,220,1,1,3,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E15,803,3184,1864,249,652,217,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,101,3218,2028,185,544,355,1,3,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,202,3250,1324,210,1201,349,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,203,3075,1547,121,952,304,2,1,2,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,403,3101,1407,210,1053,314,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,503,3225,1948,157,826,167,2,2,1,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,702,3263,2228,147,562,197,1,2,2,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,703,3302,1907,192,770,220,0,3,2,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
E17,803,3184,1864,249,652,217,1,2,2,0,0,5,17,4,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,101,1795,1129,151,369,76,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,103,1680,1061,74,349,100,1,4,0,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,132,1926,976,214,437,188,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,135,872,408,132,174,114,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,242,1538,443,144,748,124,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,283,540,289,75,94,58,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,287,795,196,111,391,64,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,293,2268,907,369,621,215,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,294,833,386,121,200,64,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,297,1192,422,198,376,142,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,306,589,276,89,155,25,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,307,1050,429,163,228,168,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,317,1369,529,222,421,116,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,355,1330,750,216,231,69,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
MY14,848,39,18,4,10,6,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,1,4,0,0,0,4,27,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,2,3,0,0,0,4,27,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,3,2,0,0,0,3,7,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,2,3,0,0,0,3,7,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,2,1,1,0,1,2,1,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,2,1,1,0,1,2,1,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,1,4,0,0,0,2,12,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,1,4,0,0,0,2,12,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,2,3,0,0,0,2,8,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,2,3,0,0,0,2,8,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-03,3224,342,1787,582,256,3,0,1,0,1,3,0,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-08,4567,738,2198,861,404,3,0,1,0,1,3,0,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CC3,280,2420,169,1469,594,99,4,1,0,0,0,4,1,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CC5,830,177,27,68,56,17,0,1,0,3,1,0,1,0,3,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,280,2420,169,1469,594,99,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,291,2207,360,673,723,346,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,299,1913,233,666,556,316,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,308,961,128,215,433,147,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,315,2330,321,480,1160,274,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,319,1061,156,282,437,146,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
CCL,830,177,27,68,56,17,2,2,0,1,0,2,2,0,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
E03,1101,3009,276,1332,812,420,2,3,0,0,0,3,16,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
E05,1101,3009,276,1332,812,420,3,2,0,0,0,4,14,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
E07,1101,3009,276,1332,812,420,2,3,0,0,0,4,12,0,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
E09,1101,3009,276,1332,812,420,2,2,0,0,1,4,15,1,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
