Election,Precinct,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,num_black,num_white,num_asian,num_hispanic,num_undetermined,black_avail,white_avail,asian_avail,hisp_avail,black_thresh,white_thresh,asian_thresh,hispanic_thresh,How many surpass?
CCL,118,1340,981,65,119,87,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,119,891,645,45,94,69,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,120,1763,1026,283,138,203,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,124,781,492,55,105,81,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,125,1221,781,113,169,91,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,126,1869,1259,133,213,158,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,127,1444,994,61,171,137,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,128,469,362,36,44,16,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,129,1357,959,113,121,80,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,130,1631,1132,102,207,105,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,133,1080,729,56,147,91,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,137,885,539,144,64,83,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,141,1234,702,197,153,102,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,142,888,559,77,115,88,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,143,799,451,97,121,81,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,144,911,625,83,105,58,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,145,1722,1097,150,228,142,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,146,910,684,65,85,43,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,148,1088,716,141,110,60,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,149,984,629,114,123,59,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,150,1084,740,115,99,57,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,151,1441,1057,95,115,81,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,152,1104,822,66,84,66,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,153,1504,1030,103,195,90,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,154,1158,797,49,155,81,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,155,955,726,37,91,55,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,156,869,647,41,81,44,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,157,957,691,48,109,65,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,158,1065,840,70,62,47,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,159,704,461,61,90,52,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,224,1309,953,116,117,55,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,225,643,440,40,67,62,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,226,1677,1211,72,195,97,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,249,1060,625,153,135,84,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,292,1496,920,140,232,121,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,295,425,284,41,47,37,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,296,857,506,84,127,78,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,304,1240,709,111,199,111,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,305,815,526,56,125,70,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,807,590,393,33,86,45,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,812,253,151,38,23,33,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,816,246,183,10,20,18,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,818,328,217,28,40,12,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,823,113,69,12,18,7,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
CCL,832,72,46,5,8,11,2,2,0,1,0,2,2,0,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,101,2225,1541,119,243,184,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,102,2513,1844,109,202,241,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,103,3540,2070,396,327,426,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,301,3591,2238,324,220,475,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,302,3308,2043,430,216,330,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,402,3419,2263,358,423,220,2,3,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,501,2481,1453,398,282,218,2,3,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,503,2130,1527,215,142,144,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,601,3095,2372,227,226,135,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,602,3262,2367,114,478,158,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,603,3231,2723,90,246,94,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,701,3255,2700,104,237,137,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,702,3298,2292,154,501,238,1,4,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,703,3137,2053,190,508,257,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,801,3233,2322,127,482,189,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,802,2315,1844,88,212,116,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,901,3308,2985,69,115,91,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,902,2890,2361,179,156,104,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,903,3147,2341,313,211,160,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,1001,3201,2550,215,210,120,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,1002,3299,2771,74,278,88,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,1102,3446,2755,218,215,120,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E03,1103,2443,1831,217,215,71,0,5,0,0,0,3,16,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,101,2225,1541,119,243,184,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,102,2513,1844,109,202,241,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,103,3540,2070,396,327,426,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,301,3591,2238,324,220,475,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,302,3308,2043,430,216,330,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,402,3419,2263,358,423,220,2,3,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,501,2481,1453,398,282,218,2,3,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,503,2130,1527,215,142,144,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,601,3095,2372,227,226,135,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,602,3262,2367,114,478,158,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,603,3231,2723,90,246,94,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,701,3255,2700,104,237,137,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,702,3298,2292,154,501,238,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,703,3137,2053,190,508,257,2,3,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,801,3233,2322,127,482,189,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,802,2315,1844,88,212,116,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,901,3308,2985,69,115,91,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,902,2890,2361,179,156,104,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,903,3147,2341,313,211,160,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,1001,3201,2550,215,210,120,1,4,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,1002,3299,2771,74,278,88,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,1102,3446,2755,218,215,120,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E05,1103,2443,1831,217,215,71,0,5,0,0,0,4,14,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,101,2225,1541,119,243,184,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,102,2513,1844,109,202,241,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,103,3540,2070,396,327,426,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,301,3591,2238,324,220,475,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,302,3308,2043,430,216,330,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,402,3419,2263,358,423,220,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,501,2481,1453,398,282,218,3,2,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,503,2130,1527,215,142,144,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,601,3095,2372,227,226,135,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,602,3262,2367,114,478,158,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,603,3231,2723,90,246,94,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,701,3255,2700,104,237,137,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,702,3298,2292,154,501,238,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,703,3137,2053,190,508,257,2,3,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,801,3233,2322,127,482,189,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,802,2315,1844,88,212,116,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,901,3308,2985,69,115,91,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,902,2890,2361,179,156,104,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,903,3147,2341,313,211,160,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,1001,3201,2550,215,210,120,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,1002,3299,2771,74,278,88,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,1102,3446,2755,218,215,120,1,4,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E07,1103,2443,1831,217,215,71,0,5,0,0,0,4,12,0,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,101,2225,1541,119,243,184,0,4,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,102,2513,1844,109,202,241,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,103,3540,2070,396,327,426,2,2,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,301,3591,2238,324,220,475,0,3,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,302,3308,2043,430,216,330,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,402,3419,2263,358,423,220,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,501,2481,1453,398,282,218,2,1,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,503,2130,1527,215,142,144,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,601,3095,2372,227,226,135,0,4,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,602,3262,2367,114,478,158,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,603,3231,2723,90,246,94,0,4,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,701,3255,2700,104,237,137,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,702,3298,2292,154,501,238,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,703,3137,2053,190,508,257,1,2,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,801,3233,2322,127,482,189,0,3,1,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,802,2315,1844,88,212,116,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,901,3308,2985,69,115,91,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,902,2890,2361,179,156,104,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,903,3147,2341,313,211,160,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,1001,3201,2550,215,210,120,1,2,0,0,2,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,1002,3299,2771,74,278,88,0,3,0,0,2,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,1102,3446,2755,218,215,120,1,3,0,0,1,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E09,1103,2443,1831,217,215,71,1,2,0,0,2,4,15,1,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,101,2225,1541,119,243,184,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,102,2513,1844,109,202,241,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,103,3540,2070,396,327,426,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,301,3591,2238,324,220,475,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,302,3308,2043,430,216,330,2,2,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,402,3419,2263,358,423,220,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,501,2481,1453,398,282,218,2,2,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,503,2130,1527,215,142,144,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,601,3095,2372,227,226,135,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,602,3262,2367,114,478,158,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,603,3231,2723,90,246,94,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,701,3255,2700,104,237,137,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,702,3298,2292,154,501,238,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,703,3137,2053,190,508,257,2,2,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,801,3233,2322,127,482,189,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,802,2315,1844,88,212,116,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,901,3308,2985,69,115,91,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,902,2890,2361,179,156,104,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,903,3147,2341,313,211,160,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,1001,3201,2550,215,210,120,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,1002,3299,2771,74,278,88,0,4,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,1102,3446,2755,218,215,120,2,2,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E11,1103,2443,1831,217,215,71,1,3,1,0,0,3,13,1,1,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,102,3208,2038,221,521,314,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,103,3287,1929,462,406,333,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,301,3193,2016,334,312,357,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,302,1770,1175,212,182,140,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,303,1853,1188,196,140,224,2,1,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,402,3237,2186,253,456,231,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,501,3189,1913,414,423,284,1,1,2,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,601,3546,2574,226,403,224,0,3,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,602,3305,2334,129,537,195,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,603,3634,2835,132,386,181,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,701,3481,2632,158,380,190,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,801,3183,2248,110,518,191,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,802,3164,2294,146,420,187,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,901,3314,2908,58,140,113,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,902,3737,2877,195,334,192,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,903,3654,2475,443,324,257,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,1001,3488,2710,187,314,143,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,1002,3111,2579,95,240,130,0,4,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,1102,3534,2675,246,285,181,0,3,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E13,1103,4039,2695,398,540,263,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,102,3208,2038,221,521,314,0,3,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,103,3287,1929,462,406,333,1,3,1,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,301,3193,2016,334,312,357,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,302,1770,1175,212,182,140,1,1,2,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,303,1853,1188,196,140,224,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,402,3237,2186,253,456,231,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,501,3189,1913,414,423,284,1,2,1,1,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,601,3546,2574,226,403,224,1,2,2,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
E15,602,3305,2334,129,537,195,1,1,3,0,0,3,15,4,2,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
